condsFile,shapeStim,taskLoop.thisRepN,taskLoop.thisTrialN,taskLoop.thisN,taskLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrText.started,instrText.stopped,trialGrid.started,trialGrid.stopped,trialShape.started,trialShape.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,trialText.started,trialText.stopped,key_resp.rt,endText.started,endText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
tSwitchCond3.xlsx,diamond3.png,0,2,2,2,0,2,2,9,,,48.58176229998935,None,48.58176229998935,None,m,1,0.009404879994690418,None,48.58176229998935,None,0.45588110003154725,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,diamond2.png,0,2,2,2,0,3,3,2,,,49.09658419992775,None,49.09658419992775,None,b,1,0.009864279883913696,None,49.09658419992775,None,0.47602229996118695,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,diamond2.png,0,2,2,2,0,4,4,3,,,49.6297757999273,None,49.6297757999273,None,m,0,0.0099410800030455,None,49.6297757999273,None,0.4785452000796795,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,square3.png,0,2,2,2,0,5,5,15,,,50.17984070000239,None,50.17984070000239,None,b,1,0.009397580055519938,None,50.17984070000239,None,0.37638260005041957,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,diamond2.png,0,2,2,2,0,6,6,4,,,50.61351649998687,None,50.61351649998687,None,m,1,0.009356379974633455,None,50.61351649998687,None,0.32685090007726103,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,diamond2.png,0,2,2,2,0,7,7,20,,,50.99598429992329,None,50.99598429992329,None,b,1,0.010209679952822626,None,50.99598429992329,None,0.32851130003109574,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,square2.png,0,2,2,2,0,8,8,13,,,51.37921859999187,None,51.37921859999187,None,m,0,0.00981927989050746,None,51.37921859999187,None,0.35292720003053546,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,diamond2.png,0,2,2,2,0,9,9,0,,,51.796462500002235,None,51.796462500002235,None,m,1,0.00874357984866947,None,51.796462500002235,None,0.5919100999599323,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,square2.png,0,2,2,2,0,10,10,10,,,52.44605979998596,None,52.44605979998596,None,m,0,0.009617679985240102,None,52.44605979998596,None,0.6544823999283835,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,square3.png,0,2,2,2,0,11,11,17,,,53.18508580001071,None,53.18508580001071,None,b,0,0.003910300089046359,None,53.18508580001071,None,0.5225469000870362,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
